ArticleText,ArticleCategory
"From: Ravi Konchigeri <mongoose@leland.stanford.edu>
Subject: Re: LCIII problems
X-Xxmessage-Id: <A7F4A76B690100ED@kimball-pc-316.stanford.edu>
X-Xxdate: Fri, 16 Apr 93 02:11:55 GMT
Organization: Stanford University
X-Useragent: Nuntius v1.1.1d17
Lines: 24

In article <1qmgjk$ao5@menudo.uh.edu> , sunnyt@coding.bchs.uh.edu writes:
>	Its not a good idea to have a horizontally formatted hard disk in a  
>vertical position.  If the drive is formatted in a horizontal position,
it can  
>not completely compensate for the gravitational pull in a vertical
position.   
>I'm not saying that your hard disk will fail tomorrow or 6 months from
now, but  
>why take that chance?  If you want more detailed info on the problem,
please  

I think the other replies sum up the fact that you can place a hard drive
on its side.  The point is this will only be sure to work on the 'new'
drives, namely 1/3 ht LPS drives that have a smaller platter and are also
more stable.
	Why should I take the chance?  Because I've been running a Maxtor 1/3 ht
120 LPS on both its side and flat for about a year and I've had no
problems with it.  Period.
	Like I always say, NEVER trust the manufacturer.

	""Just like everything else in life, the right lane ends in half a mile.""

Ravi Konchigeri.
mongoose@leland.stanford.edu
",hardware
"From: Ravi Konchigeri <mongoose@leland.stanford.edu>
Subject: Video cable options
X-Xxmessage-Id: <A7F4A7E9FF0200ED@kimball-pc-316.stanford.edu>
X-Xxdate: Fri, 16 Apr 93 02:14:01 GMT
Organization: Stanford University
X-Useragent: Nuntius v1.1.1d17
Lines: 11

	There was a discussion a couple of weeks ago about using different
cables to 
achieve different resolutions on the Quadra and Centris series.  A
company that sold the cables was mentioned.  Can someone please e-mail me
the companies name, address, etc, and any other info that may be relevant?


	""Just like everything else in life, the right lane ends in half a mile.""

Ravi Konchigeri.
mongoose@leland.stanford.edu
",hardware
"From: zxxst+@pitt.edu (Zhihua Xie)
Subject: Re: Duo 230 crashes aftersleep (looks like Apple bug!)
Organization: University of Pittsburgh
Lines: 2

this is a test
 
",hardware
"From: seanmcd@ac.dal.ca
Subject: PowerPC ruminations; was Re: LCIII->PowerPC?
Organization: Dalhousie University, Halifax, Nova Scotia, Canada
Lines: 47

In article <186177@pyramid.pyramid.com>, andrem@pyrtech.mis.pyramid.com (Andre Molyneux) writes:
> In article <1qksuq$1tt8@hal.gnu.ai.mit.edu>, mirsky@hal.gnu.ai.mit.edu
> (David Joshua Mirsky) writes:
> |> Hi. I own an LCIII and I recently heard an interesting rumor.
> |> I heard that the LCIII has a built in slot for a PowerPC chip.
> |> Is this true? I heard that the slot is not the same as the PDS
> |> slot.  Is that true?
> |> 
> |> Thanks
> |> David Mirsky
> |> mirsky@gnu.ai.mit.edu
> 
> Well, I also have an LC III.  Popping the top revealed:
> 
> 	One ""socket"" for an additional VRAM SIMM
> 
> 	One ""socket"" for a 72-pin RAM SIMM
> 
> 	One socket for a flat-pack FPU
> 
> 	A processor-direct slot (PDS) identical to the LC/LC II, but with
> 	an additional set of connetions to one side (for the full 32-bit
> 	data path that the LC/LC II lacked
> 
> That's it.  I guess a board with a PowerPC chip could be made that would fit
> in the PDS, but that's the only place.
> 
So, will it be possible to have a NuBus or PDS PowerPC upgrade, or will it 
require a logic board swap? It would be interesting for Apple to come out with
a NuBus PowerPC that allowed use of the CPU's 680x0, like RocketShare. But I 
guess that's getting a bit fantastic!

I was wondering, since MacWeek reported that developers were 'seeded' with
PowerPCs on a NuBus card.

Also, any word on machine arrivals or estimated speed? Last I heard, the 
estimates were around 3-4 times the speed of a Quadra in native RISC mode. I
heard an Apple employee mumble something about the arrival of PowerPC machines
at a much earlier date that Q1 94, but I doubt it's true.

Finally, is the PowerPC developer's CD 'mini-course' available? I saw it 
advertised in the developer's university calendar, and I'd like to know if it's
at all *interesting*.

Sean
--------------
seanmcd@ac.dal.ca
",hardware
"From: KSLOAN@UCSVAX.UCS.UMASS.EDU (DUNCAN M CHESLEY)
Subject: Don't ""repair"" that sticky mouse button--CALL APPLE!!!
Organization: UNIVERSITY OF MASSACHUSETTS - AMHERST
Lines: 52
Distribution: world
NNTP-Posting-Host: deimos.ucs.umass.edu
X-News-Reader: VMS NEWS 1.24


------ X-posted to comp.sys.mac.hardware and misc.consumers -------

You've heard about Apple's great new customer ""support"" program.  Well,
think again.  Sometimes the only real support out there is what Apple
computer users can give to each other.  For another example, read on:

In the March 15th issue of _MacWeek_, Ric Ford described a two-year effort
by Liam Breck to document and bring to Apple's attention a problem with
certain defective mice.  At random, the switches on these mice ""stick"" in
the down position until clicked a second time, apparently regardless of the
machine they are used with or the system software involved. Most of the
reported problem mice were manufactured in Malaysia and have an FCC ID of
BCGA65431. You'll recognize this ""sticky button"" symptom immediately if you
have such a mouse: the problem is intermittent, but it's not subtle.

Liam Breck recently gave up trying to document this problem, and instead 
suggested that people contact Apple's Customer Assistance Center directly
(_MacWeek_ 4/5/93 p. 64). When I called Apple on March 23rd and described
my defective mouse, I was eventually given a case number (F83Y) and told
Apple would replace this mouse even though it is a few months out of
warranty.  After waiting for three weeks, I called back today wondering
where my new mouse was. This time, I was told that Apple had decided the
serial number on my mouse (MB13831FC25) is not within the (undisclosed)
range Apple is willing to replace, and there is nothing I can do about it.

Nothing, that is, unless enough people complain about this problem to make
it worth Apple's while to fix or replace the entire lot of defective mice.
Please, if you have one of these mice, I NEED YOUR HELP! Don't assume you
know what causes the problem (there are _lots_ of theories) and start
hacking around inside your hundred-dollar mouse. Instead, let Apple do it.
Please take five minutes to CALL APPLE RIGHT NOW at:

                  United States      1-800-776-2333
                  Canada             800-665-2775
                  UK and Europe      33-1-49-01-49-01
                  Australia          61-2-452-8000
                  Japan and Pacific  81-3-5411-8500

If the number isn't toll-free, call collect.  Describe the problem and ask
for a replacement mouse.  Even if they refuse, insist that they register
the details of your case, including your mouse's serial number.  Be firm.

Network managers and user-group leaders especially, please query your user
bases. Everyone ask your friends and colleagues.  Please don't send mail to
me or post yet another ""sticky-button"" report, CALL APPLE DIRECTLY!  If
enough victims take the trouble to report this well-known problem, Apple
will eventually be forced to respond.  If Apple continues to find it easy
to stone-wall on this issue, don't expect them to offer support when the
next, potentially more serious Mac defect is uncovered.

-- Bill Sloan
",hardware
"From: jartsu@hut.fi (Jartsu)
Subject: HELP WANTED! Monitor problems (NEC 3D & IIvi) 
Nntp-Posting-Host: lk-hp-15.hut.fi
Reply-To: jartsu@vipunen.hut.fi
Organization: Helsinki University of Technology, Finland
Lines: 107


Hello all!

For few past days I've been fighting to get My NEC Multisync 3D
(predecessor of 3FG) to work properly with the internal video of Mac
IIvi.

With a VGA-adapter (as described in Dale Adams' posting about Quadra
video) it works, only some minor interferences occur, small enough not
to prevent any action on screen to be visible & clear.

But because the scanrates & stuff of 3D are well enough for emulating
Apple 13"" RGB, I first made an adapter, then got one fron the local
distributor of NEC.
With both adapters I can get a picure, which looks excellent most of
the time or every now and then.
But with radical changes on screen (opening palettes, large windows
etc.) there are major interferences in sync. The picture either tilts
sideways or scrables up totally. Even when it is clear, there are some
""spiky"" interferences on horizontal line alignment when accessing
pull-downs etc.
With the self-made adapter, almost identical to the VGA one, only
sense pins differ, it is sometimes impossible to even boot up with a
picture clear enough to shut down from menu...
With the adapter from NEC, everything is well most of the time, but
sometimes the picture tilts badly sideways or the sync is completely
lost. But not nearly as often as with the self-made one.

I know, with self made adapters there can always be interference, but
with the one provided by NEC... where's the source of this interference?

I'll give you the pinouts of the whole mess, and I hope that you can,
at least someone (please try =) figure out what could be the best pin
assignment for NEC 3D.
I am going to make a completely new cable with maximum shieldings and
isolations, as soon as someone figures out how the pins should be
arranged, especially syncs and groundings.

Yes, I have checked that the monitor is not defective, it works
perfectly well with all PC graphic adapters up to 1024x768 pixels and
also Atari 71Hz monochrome, which I am using now with it.

Here are the pinouts & stuff:

15 pin mini D-sub (NEC 3D)		15 pin D-sub (Mac, at least Quadra)

1  Red Video				1  Red GND
2  Green Video				2  Red Video
3  Blue Video				3  Composite Sync
4  GND					4  Sense 0
5  GND					5  Green Video
6  Red GND				6  Green GND
7  Green GND				7  Sense 1
8  Blue GND				8  NC
9  NC					9  Blue Video
10 GND					10 Sense 2
11 GND					11 C.Sync & V.Sync GND
12 NC					12 V.Sync
13 H.Sync				13 Blue GND
14 V.Sync				14 H.Sync GND
15 NC					15 H.Sync
SHELL GND				SHELL GND



Connection suggested by Apple for VGA/SVGA, sense pins changed to
emulate Apple 13"" with Multisync (my self-made adapter)

Multisync (15pin mini D-sub)	Mac (15pin D-sub)
	  
	  1  ---------------------- 2
	  2  ---------------------- 5
	  3  ---------------------- 9
	  6  ---------------------- 1
	  7  ---------------------- 6
	  8  ---------------------- 13
	  10 ---------------------- 14
	  13 ---------------------- 15
	  14 ---------------------- 12
				    4 (sense0) grounded to 11 (sync GND)


Connection measured from an adapter to make NEC 3FG/4FG 
emulate Apple 13"" (adapter provided by NEC representative)

	NEC (15 mini)   	Mac (15)

	1   ----------------------- 2
	2   ----------------------- 5
	3   ----------------------- 9
	4   ----------------------- SHELL GND, 1, 4, 6, 13
	5   ----------------------- same as above
	6   ----------------------- same...
	7   ----------------------- same...
	8   ----------------------- same...
	10  ----------------------- same...
	11  ----------------------- same...
	13  ----------------------- 3
	14    * Not Connected! *
	

Well, I am waiting for your solutions...

And thanks!

--
Jartsu
",hardware
"From: dark1@netcom.com (Steven Seeger)
Subject: ANother Res QUestion!
Organization: NETCOM On-line Communication Services (408 241-9760 guest)
Lines: 14

I asked a question a week or so ago about getting more res. on my monitor. I have a Magnavox MagnaScan/17 and am wondering what video cards it supports. ALso, does anybody  have Magnavox's EMail ID (if there is one) or maybe a phone number? Please reply by email as I don't read much news.

Thanks,
Steve
-- 


-------------------------------------------------------------------------------
Steven D Seeger			                              dark1@netcom.com~
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
""String, he's going to blow us out of the sky!""
""Then why don't you hang your flabby behind out the window and BLOW him out of
 the sky???""   -- String & Dom, Airwolf  :)
^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
",hardware
"From: guykuo@carson.u.washington.edu (Guy Kuo)
Subject: Re: Adding int. hard disk drive to IIcx
Organization: University of Washington
Lines: 15
NNTP-Posting-Host: carson.u.washington.edu
Keywords: Mac IIcx, internal, hard disk drive, SCSI

Yes, it is possible to add a second hard drive to a mac IIcx internally. This
is definitely not a recommended procedure by Apple but I have done the equivalent to my CX after upgrading it to a Quadra 700. The power supply is still the
stock CX's and it was able to power two Quantum LPS drives, a PLI SCSI 
accelerator, a Micron technologies 24 bit video board, Daystar QuickCache,
New Technologies Overdrive and 20 meg of RAM simultaneously.

I added a new mount for the drive by attaching angle brackets to the drive
tower. The internal SCSI cable was changed to a longer flat ribbon cable onto
which I added an extra connector about midway. The final HD was internally
terminated and the drive between the motherboard and final HD had its terminator resistor packs removed. Cooling has not been a problem and no SCSI problems
occur with either the PLI SCSI chain or motherboard SCSI hooked into the two
internal hard drives.

It works very well for me, but proceed cautiously if you wish to do the same.

",hardware
"From: guykuo@carson.u.washington.edu (Guy Kuo)
Subject: Re: iisi clock upgrades
Organization: University of Washington
Lines: 8
NNTP-Posting-Host: carson.u.washington.edu

I have read one report of a brave soul who rewired the 40 mhz clock and a higher
speed clock oscillator's outputs through a double throw switch to allow different
 speeds. There was no mention of any attempts to switch speeds on the fly but
if the SI uses timing loops anything like a Quadra for accessing its floppy
drive, dynamic switching will wreak havoc. A Quadra must reboot after having its
clock speed significantly changed or it will be unable to properly access its
floppy drive.

",hardware
"From: James_Jim_Frazier@cup.portal.com
Subject: 5.25"" MO sectors/track?
Organization: The Portal System (TM)
Distribution: world
Lines: 8

On an ISO/ANSI-standard 5.25"" magneto-optical disc, how many sectors
are there per track (or disc revolution), and how many tracks per
disc?

Thanks,

Jim Frazier
73447.3113@compuserve.com
",hardware
"From: rcs8@po.CWRU.Edu (Robert C. Sprecher)
Subject: Help with SIMM configuration
Organization: Case Western Reserve University, Cleveland, Ohio (USA)
Lines: 22
NNTP-Posting-Host: thor.ins.cwru.edu


Can someone please help me understand the current situation
regarding SIMMS?

I have a IIsi which I will probably keep for another 2 years.

I would like to add more memory, ie go from 5 MB to 17 MB.

I know that I will need 4 x 4MB, 80ns or faster SIMMS.

Which SIMMS, 30 pin or 72 pin?
Would the SIMMS I get today be usable in 2 years with a 
newer, more powerful system?

Any insight would be appreciated.

Thanks.

Rob
-- 
Rob Sprecher
rcs8@po.cwru.edu
",hardware
"From: eacj@theory.TC.Cornell.EDU (Julian Vrieslander)
Subject: Re: Recommendations for removable storage media wanted
Organization: Cornell Theory Center
Lines: 21
NNTP-Posting-Host: theory.tc.cornell.edu

In article <1993Apr14.115511.28278@kth.se> d88-jwa@eufrat.nada.kth.se (Jon Wtte) writes:
>If you have no friends, buy a 128 MB optical

Huh?  If I buy a 128M optical, I might lose my friends?  Why - do they
smell bad?

:-)


>and stop worrying about cartridge wear (Bernoulli) or crashes (SyQuest)

On a serious note, I have heard the tales about SyQuest failures.  But I
am curious about Jon's comments on cartridge wear for the the Bernoullis.
Can someone elaborate?  Is there a general consensus that the 128M opticals
are the most reliable?  I am mostly concerned about media failures, as
opposed to drive mechanism failures.
-- 
Julian Vrieslander 
Neurobiology & Behavior, Mudd Hall, Cornell University, Ithaca NY 14853    
INTERNET: eacj@theory.tc.cornell.edu     BITNET: eacj@crnlthry
UUCP: ..cornell!batcomputer!eacj
",hardware
"From: push@media.mit.edu (Pushpinder Singh)
Subject: re: Centris 610 Video Problem - I'm having it also!
Organization: M.I.T. Media Laboratory
Distribution: comp
Lines: 27

> When the computer is set for 256 colors and certain operations are done,
> particularly vertical scrolling through a window, horizontal white lines
> appear on the monitor (which generally but not always spare open
> windows).  These lines accummulate as the operation is continued.  If a
> window is moved over the involved area of the screen and then moved away
> the line disappear from that area of the screen.  This problem is not
> observed if the monitor is configured for 16 colors or a 14 inch Apple
> monitor with 256 colors is used. 
> 
> I suspect a bad video RAM chip but cannot be certain.  The problem has
> been apparent since day 1 but has gotten worse.

I'm having exactly the same problem.  Again, it's fine when I switch to 16
colors or a smaller monitor.  My configuration is:

Model: Centris 610 with 4 MB/80 HD, 512 VRAM, no cards
Monitor: MAG MX15F with 16"" monitor adaptor (for resolution of 832*624)

I just discovered the problem a little while ago after plugging in my
new MAG monitor.  It seems to appear either when scrolling through a
window or when using Alpha or Word and I enter <return>.

My guess is bad VRAMs as well.  I really hope it isn't a design flaw.  Is
anyone at Apple listening?

Pushpinder Singh
push@media.mit.edu
",hardware
"From: tpeng@umich.edu (Timothy Richard Peng)
Subject: Re: Duo 230 crashes aftersleep (looks like Apple bug!)
Organization: University of Michigan -- Ann Arbor
Lines: 7
Reply-To: tpeng@umich.edu
NNTP-Posting-Host: livy.ccs.itd.umich.edu
Originator: tpeng@livy.ccs.itd.umich.edu

if you have a memory card installed that's not one of apple's, this
may be the problem.  for a couple of months after the release of
the duo, some memory manufacturers were shipping duo memory cards w/
improper (non-self-refreshing) chips.  if you have a third party 
card, pull it and see if the sleep problem recurs.
  - tim  

",hardware
"From: tpeng@umich.edu (Timothy Richard Peng)
Subject: Re: Apple 14"" monitor
Organization: University of Michigan -- Ann Arbor
Lines: 4
Reply-To: tpeng@umich.edu
NNTP-Posting-Host: livy.ccs.itd.umich.edu
Originator: tpeng@livy.ccs.itd.umich.edu

this must be a FAQ from the very first days of the 13""RGB!!!!

and as for a better monitor for your $$, well, the NEC 4FG/3FGx are
pretty nice...
",hardware
"From: Sven Guckes <guckes@math.fu-berlin.de>
Subject: Re: Looking for free/share wares
Originator: guckes@medusa
X-Mail-Reader: Elm 2.4 PL21
Organization: Free University of Berlin, Germany
Distribution: comp
X-News-Reader: NN 6.4.13 #13
Lines: 14

young@is.s.u-tokyo.ac.jp (YOUNG Shio Hong) writes:

>I am looking for ftp sites (where there are freewares or sharewares) for Mac.
>It will help a lot if there are driver source codes in those ftp sites.
>Any information is appreciated. 

F A Q !

Reference:
Newsgroups: comp.sys.mac.apps,comp.sys.mac.misc,comp.sys.mac.system,
	comp.sys.mac.wanted,comp.sys.mac.hardware,comp.answers,news.answers
Subject: Introductory Macintosh frequently asked questions (FAQ)

Sven :)
",hardware
"From: zxxst+@pitt.edu (Zhihua Xie)
Subject: For the poor owner of IIsi
Organization: University of Pittsburgh
Lines: 16

Macintosh IIsi, 3/40, 80ns.
Clock-upgraded IIsi works well at 25MHZ, however, does not work with
Nubus adaptor and 1400k disk even though it can read/write 800k disk
at32MHz. Interestingly, upgraded IIsi overcomes basically the fighting
between the Vedio and the System so that CPU never be reduced below 8 no
mater whether the cache is on or off. This is pretty useful when you
use the virtual memory of system 7. 

                    20MHz         25MHZ                 32MHz 
     CPU            5.46(6.0.7)	   6.81(6.0.7)	8.83(6.0.7) 8.74(7VM)
     Graf.   	    6.72           8.56        11.07        9.19 
     Disk           1.44           1.50         1.56        1.49
     Math.          5.72           11.27(FPU)   9.36        8.84
                                            
                                      speedometer3.1

",hardware
"From: firenza@vlsi2.WPI.EDU (Timothy Mark Collins)
Subject: Performa 450 bundle-- here's what's in it.
Organization: Worcester Polytechnic Institute, Worcester, MA
Lines: 42
Distribution: na
NNTP-Posting-Host: vlsi2.wpi.edu

  I went to Staples in Framingham, MA, today, and grabbed the info-sheet on the
450 bundle.  
  For a mere $1897.00, you get:

-25 megahertz 68030 microprocessor
-4M of RAM
-120M hard disk
-1.4M floppy disk drive
-built in support for 256 colors, expandable to 32,000 colors
-1 expansion slot
-keyboard and mouse
-14"" display
-0.29 mm dot pitch for extra-sharp text and graphics
-640 x 480 pixels
-microphone and speaker
-Macintosh System 7 software for Performa computers version 7.1P
-At Ease, Macintosh PC Exchange, and Quicktime software
-Global Village Teleport fax/modem , send fax only

_Service and support
	-1 year limited warranty
	-1 year of in-home service
	-toll free help line support

-Pre-installed software:
	-WordPerfect Works
	-Best of ClickArt Collection
	-Touchbase
	-Datebook
	-Bestbooks
	-The Amereican Heritage Dictionary
	-Correct Grammar
	-Apple Special Edition of American Online with free trial membership
	-CheckFree electronic bill-payment software
	-Spectre Challenger
	-Scrabble

Editor's Note:  The spec sheet I have list's the microprocessor as a ""38030"",
                but I corrected that.  Didn't want to confuse anybody...

  Tim

",hardware
"From: jim@jagubox.gsfc.nasa.gov (Jim Jagielski)
Subject: Re: Quadra SCSI Problems???
Lines: 34
Reply-To: jim@jagubox.gsfc.nasa.gov (Jim Jagielski)
Organization: NASA/Goddard Space Flight Center

noah@apple.com (Noah Price) writes:

>In article <1qm2hvINNseq@shelley.u.washington.edu>,
>tzs@stein2.u.washington.edu (Tim Smith) wrote:
>> 
>> > ATTENTION: Mac Quadra owners: Many storage industry experts have
>> > concluded that Mac Quadras suffer from timing irregularities deviating
>> > from the standard SCSI specification. This results in silent corruption
>> > of data when used with some devices, including ultra-modern devices.
>> > Although I will not name the devices, since it is not their fault...

>That's fine, but would you name the ""industy experts"" so I can try to track
>this down?

Who knows... I just quoted what was ""written"" in SCSI Director...

>> This doesn't sound right to me.  Don't Quadras use the 53C96?  If so, the
>> Mac has nothing to do with the SCSI timing.  That's all handled by the
>> chip.

>Yup.  That's why I'm kinda curious... most SCSI problems I've encountered
>are due to cabling.

I've tried calling Transoft Corp about this and have either gotten the
response ""Huh?"" to ""Yep"" to ""Nah""... You would expect that a damaging state-
ment like this would have _some_ ""data"" to back it up...

Anyone want Transoft's phone number?
-- 
    Jim Jagielski               |  ""And he's gonna stiff me. So I say,
    jim@jagubox.gsfc.nasa.gov   |   'Hey! Lama! How about something,
    NASA/GSFC, Code 734.4       |   you know, for the effort!'""
    Greenbelt, MD 20771         |

",hardware
"From: ytwu@magnus.acs.ohio-state.edu (Yih-Tyng Wu)
Subject: Help! How to test SIMMs?
Nntp-Posting-Host: top.magnus.acs.ohio-state.edu
Organization: The Ohio State University
Lines: 10


Hello,
  I just got some SIMMs,  at least one of which does not work. I don't know if 
there is a software that can test SIMMs thoroughly or I could just rely on the 
RAM test performed by my computer during the start up. When I installed a dead 
SIMM into an LC or  an LC II, there would be a strange music and no display on 
the screen. Why? I need your help! Thanks in advance

Yih-Tyng
ytwu@magnus.acs.ohio-state.edu
",hardware
"From: jdsiegel@garnet.berkeley.edu (Joel Siegel)
Subject: Re: HELP: Need modem info for Duo 210
Article-I.D.: agate.1qo9c6$8oj
Organization: University of California, Berkeley
Lines: 27
NNTP-Posting-Host: garnet.berkeley.edu

jmilhoan@magnus.acs.ohio-state.edu (JT) writes:

>Hi... what alternatives to the Express modem do Duo owners have (if
>they want to go at least 9600 baud)?

>Every place in town says they are back ordered, and part of the reason
>I want a laptop mac is so I can use it as a remote terminal from
>wherever I am, but I really would hate to have to wait 2 months to get
>a modem in or have to settle with 2400 baud.

You're not going to like this, but if memory serves me, postings
I've read in this newsgroup and elsewhere indicate that there are
no, repeat no, internal modems for the Duo besides the Express
Modem... at _any_ speed.  Something having to do with the modem
using the main CPU for some of its tasks, and Apple not releasing
details on the architecture, or something.  I'm vague on the
details, but the gist was that there are going to be no
third-party internal Duo modems.  If I'm wrong, somebody please
correct me on this.  Sorry to be the bearer of bad news.

Joel

-- 
Joel Siegel <jdsiegel@garnet.berkeley.edu    jdsiegel@ocf.berkeley.edu>
""I myself have never been able to find out what feminism is:  I
only know that I am called a feminist whenever I express
sentiments that differentiate me from a doormat."" -Rebecca West, 1913
",hardware
"From: jdsiegel@garnet.berkeley.edu (Joel Siegel)
Subject: Re: 2 questions about the Centris 650's RAM
Organization: University of California, Berkeley
Lines: 18
Distribution: usa
NNTP-Posting-Host: garnet.berkeley.edu

>According to the (seen several times) postings from Dale Adams of Apple
>Computer, both the 610 and the 650 require 80ns SIMMS - NOT 60 ns.  Only
>the Centris 800 requires 60 ns SIMMs.
>
>Pete

I think you meant Quadra 800 ..... (but a Centris 800 probably
would be a real nice machine... :)  )

But yeah, it needs 80ns not 60ns.

Joel

-- 
Joel Siegel <jdsiegel@garnet.berkeley.edu    jdsiegel@ocf.berkeley.edu>
""I myself have never been able to find out what feminism is:  I
only know that I am called a feminist whenever I express
sentiments that differentiate me from a doormat."" -Rebecca West, 1913
",hardware
"Distribution: world
From: Robert_N._Ward@bmug.org
Organization: BMUG, Inc.
Subject: Great deal!
Lines: 10

For those of you who have TI ps35 laser printers, if you want an envelope
feeder, they are now on sale, direct from TI for the unbelievable price of
$45! Call 1-800-847-2787.  Same for extra paper trays.  They have too many
gray ones and want to move them out. Strange but true.

--The Bobmeister

**** From Planet BMUG, the FirstClass BBS of BMUG.  The message contained in
**** this posting does not in any way reflect BMUG's official views.

",hardware
"Distribution: world
From: David_A._Schnider@bmug.org
Organization: BMUG, Inc.
Subject: SE pricing
Lines: 7

What is the value of an SE (HDFD) 4/20?

-David

**** From Planet BMUG, the FirstClass BBS of BMUG.  The message contained in
**** this posting does not in any way reflect BMUG's official views.

",hardware
"From: djk@ccwf.cc.utexas.edu (Dan Keldsen)
Subject: sony 1304 & Rasterops 24sx(si) for SALE! - UPDATE!!
Article-I.D.: geraldo.1qoddq$2p7
Reply-To: djk@ccwf.cc.utexas.edu (Dan Keldsen)
Distribution: usa
Organization: The University of Texas at Austin, Austin TX
Lines: 64
NNTP-Posting-Host: tramp.cc.utexas.edu
Originator: djk@tramp.cc.utexas.edu

Hello fellow humans, and other net creatures...
 
If you're at all interested in this merchandise, please e-mail me:
djk@ccwf.cc.utexas.edu
 
I'm compacting my system and moving to a single monitor system, so I have
two monitors and cards for sale. Nothing at all is wrong with these pieces,
I'm just wanting to conserve desk space, and get all of my info from one
screen.
 
I'd prefer to sell to people near Austin and surrounding areas (within
driving distance - like an hour away perhaps), but I CAN ship to you if you
don't live near here. Only problem is that I didn't keep the original boxes
for the monitors, but I'm confident that my few months of full-time service
in the shipping room will enable me to safely package the monitors and
flip it in your direction.
 
Details:
 
Mirror Full Page Display (monochrome) w/nubus card:
---------------------------------------------------
 
**SOLD**
 
Sony 1304 14"" color monitor:
----------------------------
What's to say? It got top ratings in last year's MacUser report. It's a SONY,
Trinitron, arguably the best (but I'd rather not argue that point).
It's a great monitor, in great shape, but I'm going to a bigger screen,
and although I'd like to keep it, finances don't justify it.
 
Still selling for $599 at MacLand (where I bought it originally - not
including shipping), will sell for **$475** (plus shipping). Again, make an
offer if that sounds unreasonable.
 
 
RasterOps 24si (24-bit accelerated, hardware zoom/pan, 4 meg RAM):
------------------------------------------------------------------
Renamed the 24sx a few months after I bought it, this board is for 13""
monitors, providing **accelerated 24-bit**, hardware zoom/pan, NTSC mode
(you can plug it into something like the RasterOps Video Expander and output
NTSC), and 4 RAM slots that use 1 meg or 4 meg SIMMS for GWorld RAM, or a
RAM disk. Software included for such functions. 4 meg of RAM included (1 meg
SIMMS).
 
Selling for $605 at Bottom Line (without the RAM - add $100), I'm asking
**$525** (shipping included this time, it's just a card). Original box and
packaging. I'd actually prefer to sell the Sony monitor and this card
together, so if you want both, drop me e-mail and make a ""bundled offer""
for these items.
 
------------
 
Cheers. 

dan keldsen - djk@ccwf.cc.utexas.edu

-- 
~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
Dan Keldsen            |  Are you now, or have you ever been:
djk@ccwf.cc.utexas.edu |  a. A Berklee College student?
Univ. of Texas, Austin |  b. A member/fan of Billy Death?
Music Composition, MM  |  c. a MAX programmer?
M & M Consultant (ask) |  d. a Think-C & MIDI programmer?
",hardware
"From: dleonard@wixer.bga.com (Dale Leonard)
Subject: Trade Mac SE system for Color Mac???
Article-I.D.: wixer.1993Apr16.181557.11264
Organization: Real/Time Communications
Lines: 31

Ok I want to get a color Mac I don't care if it is an LC or a Mac II or
what but I want to go to a color machine.  I'd prefer to trade my
present Mac SE system plus some cash or other equipment for the color
system as right now I'm not full of the $$$ to buy a color system
outright.
Here's what my Mac SE system has...

Mac SE 4/20 with internal 800K drive
20 Meg external
External 800K drive
ImageWriter II with 4 color ribbon

Stuff that can go with it......
I've got 3 modems and I'd be willing to give 1 of the 9600's and the
2400 with the system

MultiTech Multimodem II (9600 data/fax)
U.S. Robotics Sportster (9600 data)
Microcom QX/12K         (normally will connect at only 2400 as highest
but it will do faster if connected to another Microcom)

The USR and the MultiTech are both brand-new

If interested send me e-mail at dleonard@wixer.bga.com


-- 
| Primary:                 | Judy's Stamps (Misc. topical stamps. From Dogs..|
| dleonard@wixer.bga.com   | to cats to baseball and many many other subjects|
| Secondary:               | For stamp information call Tony Leonard at......|
| dleonard@wixer.cactus.org| (512) 837-0022 This is a business only number!!!| 
",hardware
"From: anthonyp@extro.ucc.su.OZ.AU (Anthony Pun)
Subject: Re: Why HP printers rated so low?
Article-I.D.: extro.anthonyp.735036446
Organization: Sydney University Computing Service, Sydney, NSW, Australia
Lines: 16
Nntp-Posting-Host: extro.ucc.su.oz.au

egaillou@etu.gel.ulaval.ca (Eric Gailloux) writes:

>I'm about to purchase a laser printer for my Mac and I read the MacUser
>Buying Guide special issue. All HP printers (except IIISI) are rated very low
>compared to other noname bargain-priced printers. Why is that so? On the PC,
>HP printers are THE standard amongst printer manufacturers.

>PS: My personnal favorite -budgetwise- would be the IIIP.

The IIIP has just been superseded by the 4M, which is the one I am using at
work.  The quality of the print is execellent, beating 300 dpi printers hands
down.  In Australia the price of the 4M is about comparable with that of the
III-series, so HP are trying to get people to buy the new one !!!

Anthony Pun
anthonyp@extro.ucc.su.oz.au
",hardware
